 00Z 18 09 2017,  0.00 ,  21.87
 12Z 18 09 2017,  0.00 ,  20.63
 00Z 19 09 2017,  0.00 ,  19.35
 12Z 19 09 2017,  0.00 ,  17.49
 00Z 20 09 2017,  0.00 ,  17.77
 12Z 20 09 2017,  1314.64 ,  24.83
 00Z 21 09 2017,  3.98 ,  21.14
 12Z 21 09 2017,  12.16 ,  19.90
 00Z 22 09 2017,  0.00 ,  19.14
 12Z 22 09 2017,  0.00 ,  17.05
 00Z 23 09 2017,  0.00 ,  14.05
 12Z 23 09 2017,  0.00 ,  11.73
 00Z 24 09 2017,  0.00 ,  15.11
 12Z 24 09 2017,  0.00 ,  13.74
 00Z 25 09 2017,  0.00 ,  12.72
 12Z 25 09 2017,  0.00 ,  10.62
 00Z 26 09 2017,  0.00 ,  15.24
 12Z 26 09 2017,  0.00 ,  8.88
 00Z 27 09 2017,  0.00 ,  10.57
 12Z 27 09 2017,  8.99 ,  9.84
 00Z 28 09 2017,  0.00 ,  10.72
 12Z 28 09 2017,  0.00 ,  9.15
 00Z 29 09 2017,  0.82 ,  10.56
 12Z 29 09 2017,  11.14 ,  12.16
 00Z 30 09 2017,  0.00 ,  11.18
 12Z 30 09 2017,  0.00 ,  10.91
 00Z 01 10 2017,  3.18 ,  13.72
 12Z 01 10 2017,  0.00 ,  11.43
 00Z 02 10 2017,  0.00 ,  11.34
 12Z 02 10 2017,  12.10 ,  9.53
 00Z 04 10 2017,  0.00 ,  9.95
 12Z 04 10 2017,  0.00 ,  7.86
 00Z 05 10 2017,  0.00 ,  10.36
 12Z 05 10 2017,  0.00 ,  10.90
 00Z 06 10 2017,  0.00 ,  19.33
 12Z 06 10 2017,  5.94 ,  22.47
 00Z 07 10 2017,  0.00 ,  24.16
 12Z 07 10 2017,  0.00 ,  16.42
 00Z 08 10 2017,  0.00 ,  19.92
 12Z 08 10 2017,  0.00 ,  15.43
 00Z 09 10 2017,  0.00 ,  13.58
 12Z 09 10 2017,  0.00 ,  14.79
 00Z 10 10 2017,  0.00 ,  21.22
 12Z 10 10 2017,  0.00 ,  23.46
 00Z 11 10 2017,  0.00 ,  13.56
 12Z 11 10 2017,  0.00 ,  12.27
 00Z 12 10 2017,  0.00 ,  16.23
 12Z 12 10 2017,  46.19 ,  14.86
 00Z 13 10 2017,  25.79 ,  17.74
 12Z 13 10 2017,  0.00 ,  22.94
 00Z 14 10 2017,  4.52 ,  22.43
 12Z 14 10 2017,  55.92 ,  15.31
 00Z 15 10 2017,  21.88 ,  16.13
 12Z 15 10 2017,  30.60 ,  11.58
 00Z 16 10 2017,  0.00 ,  16.18
 12Z 16 10 2017,  16.02 ,  12.50
 00Z 17 10 2017,  0.00 ,  14.18
 12Z 17 10 2017,  0.00 ,  12.66
 00Z 18 10 2017,  0.00 ,  13.34
 12Z 18 10 2017,  0.00 ,  17.16
 00Z 19 10 2017,  0.00 ,  19.91
 12Z 19 10 2017,  0.00 ,  18.35
 00Z 20 10 2017,  0.00 ,  25.05
 12Z 20 10 2017,  0.00 ,  19.65
 00Z 21 10 2017,  0.00 ,  17.77
